gene	X101	X102	X103	X105	X106
C8orf34	0	0	0	0	0.089406216
C8orf37	4.27223594	3.456475048	3.828781254	5.32301336	6.194797365
C8orf4	0	0	0	0	0
C8orf44	5.13277621	5.043554482	3.188130535	10.98569912	12.62443925
C8orf44-SGK3	0.119714555	0	0	0	0.121057035
C8orf46	4.065737309	1.016203716	2.664008407	3.73262353	5.000652478
C8orf48	0	0	0	0	0
C8orf58	9.787016698	10.29823361	7.936707357	9.728413721	10.12455886
C8orf59	45.31823434	51.10054469	44.97963039	66.15850131	76.14693287
C8orf74	0	0	0	0	0
C8orf76	2.172184886	1.56124011	1.166217414	1.405547433	2.206282658
C8orf82	16.22448127	12.90840173	8.571579734	19.15277649	16.76278599
C8orf86	0.123581476	0	0	0	0.125700975
C8orf88	1.344358066	1.304797526	2.611591394	0.399480632	0.571289519
C9	0	0	0	0	0.056490922
C9orf116	0.491523287	0.102245838	0.288021699	0.769845974	0.211215246
C9orf129	0	0.109801533	0	0.085482232	0
C9orf131	1.06305394	0.611651563	0.902885238	0.735360517	0.910903059
C9orf135	0	0	0	0	0
C9orf142	98.55514914	86.41980138	57.07659044	103.8202244	120.238038
C9orf152	0.083780223	0.103787313	0.210903129	0.24052714	0.08515933
C9orf153	0.36308938	0.423696154	0.433384273	0.599465885	0.87603026
C9orf16	122.5782015	166.8255072	134.8181911	176.3528583	174.2397056
C9orf172	6.229128985	5.576509235	1.92545426	3.9095155	5.203101177
C9orf24	0.510174433	0.759379258	0.63715539	0.943614116	0.976932761
C9orf3	3.584949093	3.77620245	1.830260159	2.43843697	2.624621393
C9orf40	9.037569446	11.57400159	11.97057968	10.87036064	10.52374056
C9orf43	0.313259604	0.23115227	0.06294241	0.214346336	0.466164662
C9orf47	14.00576381	7.343374099	8.174650615	2.607019258	2.233478285
C9orf50	0.068342733	0	0	0	0
C9orf57	0	0	0.253660748	0	0
C9orf64	8.211800928	7.332431792	8.702724328	8.782052978	9.100944702
C9orf66	2.619387262	4.976774989	7.175255401	6.054873878	4.480513592
C9orf72	95.46783861	97.98700966	70.6483848	100.8528822	60.97319909
C9orf78	101.3906643	86.73011393	69.1009096	77.50228276	81.46353972
C9orf84	2.305206364	2.268857467	5.053635564	3.161686281	3.03110302
C9orf85	10.63510088	9.449467734	9.519041597	10.70675349	10.35644395
C9orf92	0	0	0	0	0
CA1	5.547877121	1.870621815	1.238193838	1.925301028	1.124649445
CA10	0	0	0	0	0
CA11	5.328121345	3.248123952	3.354538927	5.550166247	6.541644424
CA12	0.090442836	0.788965484	0.419283904	0.284448048	0.173387288
CA13	9.139793069	3.994478954	4.434564798	6.781422463	4.324342077
CA14	1.331806138	1.399829293	2.136539652	1.407374424	2.090566064
CA2	16.92663256	16.78592728	49.47997831	26.76364727	13.97642342
CA3	0.539829853	0.008249792	0.244970585	0.289315938	0.364198046
CA4	4.803530056	6.348328813	16.96450023	24.28561743	19.83187738
CA5A	0	0.281678928	0	0	0.077392974
CA5B	43.7556213	22.54631807	30.70911574	29.61932913	36.13085447
CA6	1.456421298	5.26366743	2.766772124	1.970046394	1.354749451
CA7	0.278129298	0.132083164	0.13536176	0.701658362	0.282510859
CA8	1.168210458	1.314091213	1.76101122	0.991198578	1.88317448
CA9	0	0	0.093716388	0	0
CAAP1	12.82165245	12.02268389	11.44714727	11.10228717	14.80845095
CAB39	226.2298224	205.9161785	275.2020913	210.2022267	216.8237358
CAB39L	5.958145097	6.877916688	7.50232919	7.876023928	6.541415413
CABIN1	26.64554476	24.50728449	25.86899127	21.12671695	29.51425682
CABLES1	0.378886586	0.175864695	0.285830182	0.371265967	0.515238344
CABLES2	10.6163908	10.18811258	6.198383841	7.840432211	9.260513489
CABP1	0	0.130639023	0.213914144	0.217385506	0
CABP2	0	0	0	0	0
CABP4	4.883919631	0.913950607	2.225075555	2.37312152	2.460646275
CABP5	2.862073338	10.7351293	9.147596446	4.812057727	2.702528941
CABP7	1.413234926	1.437613524	1.612398857	1.291172284	1.245114761
CABS1	0	0	0	0	0
CABYR	0.539842184	0.561068048	0.63262464	1.08034016	0.721633336
CACFD1	11.76876085	6.822945441	7.77487208	8.262500889	9.81145885
CACHD1	0.206698059	0.30160756	0.69144523	0.300172901	0.338286165
CACNA1A	0.239102901	0.586165431	0.604630065	0.811686533	0.271674757
CACNA1B	0	0	0.014514363	0.011142749	0
CACNA1C	0.346646168	0.362957876	0.2060336	0.492750967	0.451250649
CACNA1D	0.396700115	0.573313527	0.577470491	0.269086307	0.207420369
CACNA1E	1.51316526	2.697146368	1.97948386	3.175186223	1.650864314
CACNA1F	0.549314488	0.518029342	0.505135517	0.515551671	0.981905616
CACNA1G	0	0.016250109	0	0	0
CACNA1H	0.559411014	0.727613748	0.288629188	0.460385158	1.144871051
CACNA1I	2.598089855	4.235699872	2.804035311	3.036990785	6.721125253
CACNA1S	0	0	0.063088776	0	0
CACNA2D1	0	0	0	0	0
CACNA2D2	16.73120116	5.734855772	4.431441981	5.336553682	7.992207659
CACNA2D3	1.318395833	0.798459736	1.623800299	0.625421673	1.435366551
CACNA2D4	4.283079673	2.500186658	4.639306367	6.490885807	4.43835905
CACNB1	13.31084252	10.09523549	5.506732863	8.491185797	9.656827592
CACNB2	2.090520003	2.453989285	1.905200673	2.63244138	2.937942039
CACNB3	5.554490407	3.201633566	3.619506634	3.961765787	4.200425177
CACNB4	6.563316432	8.247084156	6.442895414	1.2233588	2.909988929
CACNG1	0.571484247	0.312045487	0.317743846	0	0.426107657
CACNG2	0	0	0	0	0
CACNG3	0	0	0	0	0
CACNG4	0.500192857	0.226249785	0	0.260165315	0.268350342
CACNG5	0	0	0	0	0
CACNG6	3.818311705	7.163967756	2.893200057	3.439671616	2.359875565
CACNG7	0	0	0	0	0
CACNG8	5.910758496	7.00102327	3.45393407	3.5530199	4.230747331
CACTIN	10.3540723	11.08545691	7.724583737	8.197183695	10.55954765
CACUL1	84.30004223	91.48685511	108.3994978	84.2996873	83.9215014
CACYBP	81.84870145	72.43762529	82.68980886	49.59988546	57.13582253
CAD	7.600258984	8.253588998	6.760205188	8.046182202	9.225115439
CADM1	4.744452825	6.547815277	1.606796125	3.655829835	6.263250118
CADM2	0.488007903	0.652492979	0.265917575	0.539790457	0.369854644
CADM3	0	0	0	0.053898335	0.055812189
CADM4	2.561835119	5.998406644	3.691437453	3.208009762	2.205348065
CADPS	0	0.028964348	0.058485457	0	0
CADPS2	0	0	0	0	0
CAGE1	0.105642876	0.088463752	0.047288739	0	0.038100045
CALB1	3.34911692	1.830651528	3.880096798	1.419984229	2.062746215
CALB2	0	0	0	0	0
CALCA	0	0	0	0	0
CALCB	0.132781391	0	0	0	0
CALCOCO1	106.211337	98.20306898	108.6913956	86.87541749	119.2895306
CALCOCO2	98.70065443	93.26530937	100.9694985	100.6863813	85.81577451
CALCR	0.058819182	0.140244885	0	0	0
CALCRL	1.404128403	0.213830187	1.432951566	1.016374357	1.224786554
CALD1	0.837176879	4.262481131	3.113513702	1.430411846	0.766529532
CALHM1	0.626517201	0.549581489	0.331609003	0.98543086	0.327181697
CALHM2	61.61464914	39.11534713	39.94505057	54.37682867	66.54028366
CALHM3	0.159150432	0.270573721	0.135943423	0.048174247	0.218512172
CALM1	1297.726942	1209.860554	966.3935472	1071.984071	1244.403962
CALM2	437.2400024	435.8942567	489.2599196	512.8462883	504.1553493
CALM3	618.4350714	796.8745984	758.2526307	785.916628	688.3759688
CALML3	0	0	0	0	0
CALML4	76.96367988	68.41309203	72.91376414	79.84097288	68.76182798
CALML5	0	0	0	0	0
CALML6	1.293294227	1.084735583	0.536671082	0.724166506	0.942383692
CALN1	0.083023411	0	0.203084786	0	0.08432495
CALR	277.3337302	239.9803177	144.3600645	229.6158669	211.7359416
CALR3	0	0	0	0.105873029	0
CALU	34.23180414	30.41986827	28.03356744	34.95306487	35.67428476
CALY	0.158221891	0.616112529	0.205909636	0.317181433	1.191481154
CAMK1	25.17680028	29.8552751	24.94824832	21.43085228	17.77850945
CAMK1D	35.94470759	37.37253736	64.99845452	27.60184633	47.59271644
CAMK1G	0	0.060744785	0	0	0
CAMK2A	0	0	0	0	0
CAMK2B	0.14140335	0.093320519	0.266700586	0.076391295	0
CAMK2D	37.80035934	24.52571474	30.51403998	29.43854048	27.79035063
CAMK2G	84.88248782	101.0083872	120.4597672	86.15055721	102.4044586
CAMK2N1	13.06115841	12.04081208	5.985846237	7.88197215	14.05015865
CAMK2N2	1.230857157	0.898631192	0	1.472687238	0.205652142
CAMK4	12.20080433	19.11825904	21.52488813	7.257931673	11.23194111
CAMKK1	12.23930628	4.323946812	16.87032652	16.25435634	19.72812904
CAMKK2	71.02501428	89.53049726	96.52386936	87.41708086	79.93448388
CAMKMT	4.208423246	4.743039655	4.196128883	4.777005268	5.900939694
CAMKV	0	0.051190181	0	0	0
CAMLG	31.17333284	28.78351109	31.12582543	28.49079636	33.84158374
CAMP	5.665653348	28.19035053	23.05532458	32.11573858	24.44087062
CAMSAP1	9.352233786	8.025986866	8.381461095	6.087744476	7.724777324
CAMSAP2	1.09605178	0.9201961	1.828338849	0.84180958	0.999346661
CAMSAP3	0.140697409	0.19528355	0.200852248	0.316463063	0.142738502
CAMTA1	2.508826332	3.027078431	4.235720341	3.706667969	4.048436713
CAMTA2	33.72908228	28.8658843	32.45128526	37.26195711	36.90064846
CAND1	26.56329639	22.81548387	19.34452819	18.73766519	22.94967572
CAND2	0.450582086	0.942844669	0.556450474	0.47500624	0.489110741
CANT1	71.9016571	81.22554705	81.39354224	81.24805153	80.78770841
CANX	197.4985212	164.7811477	145.7501603	151.8722169	161.9003605
CAP1	552.0291974	592.9300071	663.310056	601.1380755	547.2078643
CAP2	0	0	0	0	0
CAPG	48.84797172	74.56359081	60.16335311	117.8157664	70.78461286
CAPN1	85.51464665	81.82692111	80.56364632	98.36262312	93.11058406
CAPN10	25.18954787	27.74584566	20.05489177	28.95020255	34.85066322
CAPN11	0.03084932	0.337511481	0.125859313	0.228018254	0.064788485
CAPN12	3.159019022	2.521896574	2.165624212	4.93212972	5.073598466
CAPN13	0.047283334	0.227800953	0.11882705	0.179533571	0.208797626
CAPN14	0.678333941	0.234347761	0.528151225	0.447198947	0.740772535
CAPN15	56.97888221	39.53745344	29.64135144	42.44233716	51.20558658
CAPN2	151.9412585	145.3635899	115.4887472	166.7090532	147.2753773
CAPN3	13.69848475	11.69836894	13.61235017	17.77231597	20.76216771
CAPN5	4.327325427	1.534449784	1.870691211	1.745514822	3.726758789
CAPN6	0	0	0.102344436	0	0
CAPN7	26.82717405	25.69659917	28.99775079	15.11546346	20.69388745
CAPN8	0.177923251	0.224008544	0.142249577	0.038950045	0.064010518
CAPN9	0	0	0	0	0
CAPNS1	176.9534767	138.1422016	159.5959098	215.7206772	212.3219846
CAPNS2	4.219166729	4.033873687	2.094778318	1.378674972	1.334868882
CAPRIN1	74.50389059	72.07779909	70.89824264	66.72414997	73.22141079
CAPRIN2	16.60736732	16.82585494	14.65009368	14.85604137	19.48907478
CAPS	27.74224027	27.38008148	16.39159148	34.78663745	40.22298452
CAPS2	1.564463833	1.747007634	0.891376156	1.909332285	1.321859873
CAPSL	0	0	0	0	0
CAPZA1	368.0293137	404.0360148	439.9690844	423.554324	358.7478354
CAPZA2	153.5094851	162.3277265	242.6954358	171.9863332	140.3551609
CAPZA3	0	0	0	0	0
CAPZB	307.6516791	290.5208358	329.6186567	322.5922542	348.7576752
CARD10	0.018746806	0.101912453	0	0.058989143	0.061208355
CARD11	67.82017143	55.17095038	41.54845482	46.79097073	66.67137523
CARD14	5.69322747	7.464004722	3.746270967	6.643376335	7.389352214
CARD16	154.6428334	191.453363	179.5012652	277.9434108	153.1816844
CARD17	5.68414184	11.79828851	7.053363432	24.54899888	8.049327095
CARD18	0	0	0	0	0
CARD6	7.914193924	7.049747951	10.62582436	11.16143542	7.478810649
CARD8	181.5430609	170.4333649	262.2221803	210.8943241	239.7959111
CARD9	23.74385603	9.774220677	16.58084243	20.46067938	18.65745625
CARF	8.572161774	8.364253368	7.665376746	8.408319321	11.81851286
CARHSP1	87.84685236	72.23231906	78.75110219	94.54432366	116.1794506
CARM1	16.53373908	12.81669395	12.37410572	18.98801079	18.67798236
CARNS1	15.59103816	13.05617778	7.445692022	8.697213636	14.05850303
CARS	31.14752737	32.01095126	27.67751819	31.54173302	31.74060557
CARS2	47.41677899	38.6572177	49.71879635	61.53728078	64.18883329
CARTPT	0	0	0	0	0
CASC1	0.311569319	0.121377002	0.96119514	0.619269585	0.361616942
CASC10	0	0	0	0	0
CASC3	92.19732516	108.6739229	133.3726907	92.25851088	101.6909347
CASC4	87.0459939	67.38300045	81.30845392	60.9941972	61.18303599
CASD1	13.5888503	13.28132815	10.54782254	9.296438945	13.23783924
CASK	8.184956555	9.332679251	10.41116905	7.244298523	9.396090445
CASKIN1	0.033764038	0	0.040577016	0.07988043	0
CASKIN2	0.305981979	0.378732944	0.064148827	0.35094505	0.293668449
CASP1	209.5383132	214.7105282	209.87363	314.6952906	183.397431
CASP10	56.43518554	38.87068804	28.63931821	53.81337359	50.48708843
CASP12	0.101277691	0.189247253	0.195254935	0.198102261	0.103010474
CASP14	0	0	0	0	0
CASP2	67.16760977	53.56621847	71.77828472	59.718559	84.80124116
CASP3	61.62816422	61.79427615	50.9511905	57.397545	54.97429995
CASP4	235.1640951	263.8729764	259.4883019	280.4381594	203.4079996
CASP5	21.28984738	20.32169021	17.03945175	12.12182813	6.602801499
CASP6	11.0203709	10.18924058	11.02885974	9.772129557	11.88944921
CASP7	22.33482505	21.089863	16.01766163	20.0857727	17.37524201
CASP8	171.1169274	177.9620757	186.5862852	206.5286096	241.7414118
CASP8AP2	9.644912275	9.288966418	9.952016521	7.57034482	10.20902831
CASP9	16.03531829	13.15193573	15.42172483	16.37280435	14.80991361
CASQ1	1.065714385	0.575708572	0.946336048	1.124069613	0.963836862
CASQ2	0	0	0	0	0
CASR	0.01823956	0.023381677	0.159092776	0.01786349	0.14594694
CASS4	24.26086748	32.62909453	36.08469755	13.39318561	17.51734501
CAST	114.6014488	77.87454726	82.46603042	84.47016722	95.32201671
CASZ1	7.855213975	5.469450916	3.994037041	3.312339829	4.002930685
CAT	98.79365003	107.2334174	144.5541925	73.63647364	77.46249326
CATIP	1.041843419	0.839696191	2.758748176	3.611820303	2.557215064
CATSPER1	1.864816289	1.077282113	1.231886453	2.388098566	2.231932049
CATSPER2	2.353781915	2.48633259	2.41199829	3.430844851	2.303724253
CATSPER3	0.60683596	0.801390102	0.832731739	1.056848645	1.667316706
CATSPER4	0	0	0	0.083617663	0
CATSPERB	0.482009479	0.588842004	0.345625869	0.278582703	0.387149241
CATSPERD	0	0.066795474	0.068571438	0	0
CATSPERG	3.440175128	1.477615833	0.861179619	1.750895475	2.071055396
CAV1	0.614201825	0.680215013	0.931865328	2.344607563	1.074383579
CAV2	2.092727828	2.207901034	4.24297093	5.758853288	2.130328443
CAV3	0	0	0	0	0
CBFA2T2	32.03318191	30.35354949	30.68895879	23.5286327	33.50978168
CBFA2T3	26.23545348	33.61705558	38.69229405	40.09792243	30.38911482
CBFB	141.2292715	122.7685483	105.4275756	122.1721005	133.4290109
CBL	126.4101682	113.8140626	144.5516982	77.37868277	90.83225988
CBLB	27.85735948	32.22318949	18.97763799	20.47095129	22.94094268
CBLC	0.069395861	0	0	0	0
CBLL1	27.68879662	30.94661489	35.95729193	22.73449202	28.10103721
CBLN1	0	0	0	0	0
CBLN2	0	0	0	0	0
CBLN3	3.774222442	2.342823611	4.147660988	9.992860441	10.03239639
CBLN4	0	0	0	0	0
CBR1	12.05030393	8.743144276	8.1587646	14.09703597	9.777626707
CBR3	0.861254193	0.490923617	1.120077668	1.312534143	2.275736485
CBR4	23.29924725	22.07134981	23.12095644	32.71764392	38.16315102
CBS	3.529625296	7.554743541	4.552367812	5.37242077	4.917874777
CBWD1	6.70197799	11.97092843	8.707740666	13.27800464	6.865227357
CBWD2	13.17418189	13.903994	14.11584331	16.65806592	15.65143177
CBWD3	3.430534979	3.950826457	3.426215546	5.712268087	4.120008471
CBWD5	20.33266909	21.17277097	24.88605914	35.70291037	28.78865574
CBWD6	3.050698909	3.967474242	5.112514118	6.12371938	3.506882793
CBX1	78.39115504	83.81157611	104.1588476	101.8687848	95.88016492
CBX2	0.261853205	0.17350059	0.179882556	0.319862785	0.266860726
CBX3	170.3759328	180.1141193	139.4939742	203.3715516	204.137778
CBX4	49.64792835	48.29304777	43.80966853	30.093906	35.10248658
CBX5	122.8682238	124.4939025	113.8586407	121.8151573	141.7611988
CBX6	38.85734843	37.85445822	23.97128277	29.1169511	35.90746645
CBX7	150.1589659	175.5073112	186.4438283	151.1252128	232.8443415
CBX8	4.985161364	3.98836667	4.06338091	2.518174677	3.970449472
CBY1	8.267390948	8.995160825	9.244881424	11.35605516	15.88526311
CBY3	0.258444868	0.565737322	0.582493195	0.35338882	0.903993617
CC2D1A	17.6560792	13.83201609	12.76052177	16.13146768	17.48931827
CC2D1B	30.93356638	33.59633077	23.66428548	31.36784678	35.16082099
CC2D2A	2.795568636	3.825638809	3.463413087	2.712532183	2.25613818
CC2D2B	0.587717191	0.53399012	0.525096741	0.812755643	0.709943613
CCAR1	31.84406973	32.64730606	28.97030512	29.21101427	34.36610849
CCAR2	59.36203368	59.70001824	47.69105729	51.88078851	63.06506434
CCBE1	0.094958438	0	0	0.045546379	0.146383237
CCDC102A	7.584744327	6.798244608	3.822558683	5.124381945	7.298876477
CCDC102B	0.799434645	0.471000783	0.432902002	0.356975654	0.329208747
CCDC103	1.666137093	0.627186767	1.260006011	0.326446706	0.427532095
CCDC105	0	0	0	0	0
CCDC106	3.489757249	3.140513621	3.158129019	6.302693411	6.920643062
CCDC107	3.61304386	2.440217504	2.228628165	3.246415828	5.17412418
CCDC110	0.015035319	0.020039902	0	0.093267045	0.076453349
CCDC112	8.132919465	7.042937073	7.917028795	8.372872208	8.667080521
CCDC113	0.279596568	0.279661173	0	0.044065866	0.163958793
CCDC114	1.021178102	0.707278283	0.776416437	0.877917252	1.238734313
CCDC115	56.57578815	54.82548561	44.9653298	61.80520933	64.07656924
CCDC116	0.36047606	0.110161972	0.07074195	0.216648658	0.260418126
CCDC117	51.00127402	45.33598452	37.23020228	32.23056317	42.76556211
CCDC12	65.7578838	60.25988693	36.81733957	59.28892589	58.68098941
CCDC120	6.328513782	4.469749652	4.089823326	4.364668623	6.00322853
CCDC121	1.885561157	1.312953055	4.718666356	1.758132364	1.443329093
CCDC122	2.173362394	1.298149258	0.743342286	1.470099153	0.916226836
CCDC124	29.31174577	22.41340026	20.27710985	27.64959855	31.91945302
CCDC125	19.46781412	27.20308096	36.13905515	15.81567939	18.98648398
CCDC126	35.93250436	31.78875681	41.13796563	27.46406578	33.76567293
CCDC127	8.799930017	11.54496955	8.960430424	9.346355122	9.880445681
CCDC129	0	0	0	0	0
CCDC13	1.182894419	0.944140727	1.069825689	0.615002254	1.280119928
CCDC130	3.966286733	3.986313254	3.009860309	4.673305066	5.312229241
CCDC134	28.62290528	26.79133651	22.69886292	21.32093101	29.49932442
CCDC136	4.322461052	3.547359746	2.060360021	2.84868216	2.792775298
CCDC137	16.71064208	15.63673118	7.742726055	9.142673953	15.36488314
CCDC138	6.76337426	5.561286095	3.40550681	3.730164079	5.321049105
CCDC14	16.03265078	16.17038387	12.12579743	15.60180782	19.97447772
CCDC140	0	0	0	0.163118093	0
CCDC141	1.500332843	2.670098996	2.58999203	1.377862902	2.269385791
CCDC142	12.05968162	8.693528668	6.461675529	9.018124425	8.760239076
CCDC144A	0.129155574	0.143289535	0.093329918	0.044400061	0.102733735
CCDC144NL	0	0	0	0.108074304	0
CCDC146	7.226394059	11.04894885	7.986592537	11.84969367	8.869387364
CCDC148	0.067839235	0.135360734	0.04079214	0.142209135	0.030451438
CCDC149	7.833810117	4.36893038	6.981737916	5.560847914	4.835593995
CCDC15	2.322063425	1.519843633	0.709269923	0.981803394	1.081294453
CCDC150	0.19431085	0.086130794	0.135322299	0.102057106	0.142495597
CCDC151	0.568751226	0.01006844	0.143928475	0.557233256	0.284149271
CCDC152	0.936484817	2.901931203	2.396663296	3.449508099	3.170190906
CCDC153	4.393291855	3.799868239	12.08236948	9.114907022	8.338873245
CCDC154	2.728125943	4.261359487	2.504926248	4.029881832	3.466748838
CCDC155	0.042555463	0	0	0.041908586	0.043165474
CCDC157	1.060671285	0.918297065	0.378916613	0.872174347	0.935231672
CCDC158	0.047396751	0.026771024	0	0.046384556	0.048351579
CCDC159	41.62541167	30.59930638	37.68111747	57.31714815	55.66429807
CCDC160	0	0	0	0	0
CCDC166	0	0	0	0	0
CCDC167	23.5164962	27.60017333	16.05228437	40.13752665	49.16935942
CCDC168	0.039351136	0.010169395	0.02702723	0.01746075	0.035528845
CCDC169	0	0	0	0	0.119945439
CCDC17	12.13531088	8.830072429	9.860999585	10.30308821	8.336230356
CCDC170	4.388065631	5.708492876	4.219819662	2.406836949	1.454897443
CCDC171	0.430471929	0.418423246	0.304982718	0.376471369	0.289574339
CCDC172	0	0	0	0	0
CCDC173	0	0.087196562	0.253165646	0.389054014	0.200075386
CCDC174	25.47270663	27.02058226	24.51203327	26.36227236	29.74083734
CCDC175	0.303446757	0	0.408290913	0.302260372	0.304566023
CCDC177	0	0	0	0	0
CCDC178	0	0	0	0	0
CCDC179	0	0	0	0	0
CCDC18	3.69745023	3.736539605	2.546173033	3.429162822	3.541274826
CCDC180	0	0	0	0	0
CCDC181	0.661941661	0.532621223	0.254683218	0.790728513	0.625203468
CCDC182	0	0	0	0	0
CCDC183	2.454336849	2.20606892	1.307524361	1.775688556	2.589931039
CCDC184	0.530822026	0.553720702	0.106026282	0	0.355641082
CCDC185	0	0	0	0	0
CCDC186	24.1109936	25.15852188	25.94720948	17.9394115	20.63722466
CCDC22	14.63389687	14.90757914	11.56620792	17.9900575	17.5025883
CCDC24	2.747277655	1.261444133	1.712688365	2.905053242	3.339830075
CCDC25	30.67151776	32.86485952	26.95169751	34.89992121	43.2319058
CCDC27	0	0.066671753	0.06837014	0.055234919	0
CCDC28A	35.78520151	41.89733121	39.70151331	43.64470956	45.30162515
CCDC28B	17.04291355	13.82105153	8.981424137	14.70730748	16.93680795
CCDC3	0.451497969	1.475069469	1.433574227	0.379007134	0.458385958
CCDC30	1.04364942	1.20518566	1.438788713	1.073825903	1.35454914
CCDC33	0	0	0	0	0
CCDC34	1.73584791	1.489842625	1.216518258	1.543907338	2.138630161
CCDC36	0.733496827	1.252166551	1.890610222	0.839274112	0.683578028
CCDC38	0.204488954	0	0.316184789	0.145495496	0
CCDC39	4.347872163	4.769430661	3.636305383	5.940510497	7.992369825
CCDC40	0.081938377	0.101132091	0.123996314	0.065491843	0.052095626
CCDC42	0.212602742	0.061513042	0.06369045	0.154493656	0.442108004
CCDC43	18.60724707	20.1064318	16.4467137	20.71166801	20.79813419
CCDC47	33.85680492	39.12998416	35.88776997	35.45048824	33.79120777
CCDC50	35.88753539	31.72346672	28.88880408	29.55559623	34.59765855
CCDC51	3.09111694	2.573379336	2.278915591	3.836135608	3.573705186
CCDC54	0	0.075670738	0	0.058354136	0.060645023
CCDC57	9.21726821	8.848554011	9.212471198	8.710387852	9.425562248
CCDC58	8.060304557	8.541857349	6.486587811	9.092449481	11.48694874
CCDC59	29.85509451	27.05955696	17.57297232	20.85259991	22.53906414
CCDC6	31.38127899	22.78371235	27.5869835	25.82034217	29.46781028
CCDC60	0	0	0	0	0
CCDC61	7.419496133	8.291205535	5.586708487	11.60864042	11.73209855
CCDC62	0.782695018	0.554445604	0.701494853	0.470396304	0.58889233
CCDC63	0	0	0	0	0
CCDC65	7.885758259	8.121034484	6.453112512	8.272102176	9.33441001
CCDC66	7.390669202	10.06741966	9.851640195	8.906509292	12.60932836
CCDC68	0.215908032	0.203253633	0.078477365	0.262066521	0.064666842
CCDC69	276.5430403	229.4797164	207.4619524	264.2698386	242.853802
CCDC7	3.727450587	4.117841819	3.113363093	2.502052069	3.580703105
CCDC70	0	0	0	0	0.078947346
CCDC71	8.858650753	11.29581853	6.686412722	8.622933597	6.706299858
CCDC71L	39.1480542	54.48134364	41.20278038	65.67224235	40.38252101
CCDC73	0.401513172	0.47981923	0.373704469	0.409702262	0.408263954
CCDC74A	0.34064481	0.202085417	0.20941048	0.197822182	0.536796471
CCDC74B	0.349190291	0.140706237	0.093928354	0.069239716	0.153404947
CCDC77	6.487386142	6.206048403	6.12236566	5.596364702	6.984253938
CCDC78	5.943330549	5.557211382	5.215098152	7.157889863	8.42941689
CCDC8	0	0	0	0	0
CCDC80	0.050004044	0.157574003	0.057685638	0.049519581	0
CCDC81	0.354586476	0.21234784	0.383404669	0.25421075	0.264304068
CCDC82	29.81501602	31.07861937	22.86868588	27.26023118	31.7626446
CCDC83	0.164212341	0.284648185	0	0.162776937	0
CCDC84	27.80705747	30.49707131	27.10309637	35.54737672	43.28055932
CCDC85A	0	0.080095597	0.082708606	0.127018354	0.064805974
CCDC85B	33.24517643	32.88364093	22.16592052	48.50617983	38.22160221
CCDC85C	5.989424499	6.2697579	4.138723954	5.060250721	6.708517556
CCDC86	6.532691873	7.00932253	6.511826471	7.640848761	6.471841458
CCDC87	0.051252904	0.111371479	0	0	0
CCDC88A	16.27502957	11.89182831	14.98950167	12.27008914	9.740593677
CCDC88B	119.4841412	120.6689929	116.3092715	120.983139	148.9770875
CCDC88C	72.00405241	59.29780292	42.98170129	40.93065395	58.87139301
CCDC89	1.289260499	0.469793777	1.094073723	0.234339677	0.187654406
CCDC9	21.88969231	32.42376682	19.30925269	21.98044217	24.26085986
CCDC90B	32.00007181	31.4364201	26.84931376	33.48515671	37.26280043
CCDC91	22.90871392	21.2174454	18.82091918	18.12060017	21.37094514
CCDC92	37.80499925	36.9638356	29.8974472	38.24015099	38.52843068
CCDC93	58.49349552	59.85372442	66.46554789	51.75869723	59.62756598
CCDC94	20.24961974	18.60856466	10.389767	17.10658077	17.71706897
CCDC96	0.973618694	1.137262217	1.353359967	0.62179792	0.921106392
CCDC97	74.08927335	94.7011541	56.88986677	74.79248553	72.57735471
CCER1	0	0	0	0	0
CCER2	1.473773324	1.996746062	0.474914848	1.205439093	1.43672638
CCHCR1	0.550589777	0.464269767	0.180555213	1.256610334	1.22296092
CCIN	0.33074598	0.142181329	0.616292016	0.22607717	0
CCK	0	0	0	0	0
CCKAR	0	0	0	0.104905328	0
CCKBR	0	0	0	0	0
CCL1	0.146464921	0.796093785	0.193712757	0.303285252	0
CCL11	0	0	0	0	0
CCL13	0	0	0	0	0
CCL14	0	0	0	0	0
CCL15	0	0	0	0	0
CCL16	0.618537927	0.256207892	0	0.40083949	0.415509469
CCL17	0.184718292	0	0	0.18112188	0.389792427
CCL18	0.217145255	0	0	0	0.220941977
CCL19	0	0	0	0.16817887	0
CCL2	2.262674489	15.08765351	11.44756456	2.222168227	0.492327856
CCL20	1.114875951	0.382705051	0.705555714	0.037292769	0.421396189
CCL21	0	0	0	0	0
CCL22	0	0	0.296527476	0.455338584	0.233303855
CCL23	1.285697071	2.766587042	2.004032811	1.842497255	0.330612331
CCL24	0.153650661	0	0	0	0
CCL25	0.118556506	0.148097727	0	0.467300041	0
CCL26	0	0	0	0	0
CCL27	2.331739939	1.213379343	2.109868416	0.774286277	0.796736727
CCL28	5.089697897	6.960392787	2.43416366	4.343038168	8.877818424
CCL3	34.39906747	67.43505074	51.56784002	24.1120069	31.64439061
CCL3L1	0.576711905	7.384072668	4.046005546	1.060398851	0.413034265
CCL4	217.0094381	268.1726541	164.2305589	112.7866044	132.5168263
CCL4L2	2.25816298	42.95091563	28.52274374	6.519191389	7.15641105
CCL5	1549.071984	2021.767436	1037.228332	1353.56898	1533.2263
CCL7	0	0	0	0.29196038	0
